LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL,FINGER LAKES,2012-2013,32,16.7%,35,18.2%,67,34.9%,DISTRICT TOTAL,SCHOOL DISTRICT,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,"30 BONADONNA AVE
MOUNT MORRIS, NY 14510
(42.713283042000455, -77.87605290599964)"
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL,FINGER LAKES,2012-2013,18,15.9%,19,16.8%,37,32.7%,ELEMENTARY,SCHOOL DISTRICT,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,"30 BONADONNA AVE
MOUNT MORRIS, NY 14510
(42.713283042000455, -77.87605290599964)"
240901,LIVINGSTON,MOUNT MORRIS CENTRAL SCHOOL,FINGER LAKES,2012-2013,14,17.7%,16,20.3%,30,38%,MIDDLE/HIGH,SCHOOL DISTRICT,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,"30 BONADONNA AVE
MOUNT MORRIS, NY 14510
(42.713283042000455, -77.87605290599964)"
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL,FINGER LAKES,2012-2013,103,20.9%,135,27.3%,238,48.2%,DISTRICT TOTAL,SCHOOL DISTRICT,284 MAIN ST,DANSVILLE,NY,14437,"284 MAIN ST
DANSVILLE, NY 14437
(42.56882147100049, -77.70369920099967)"
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL,FINGER LAKES,2012-2013,63,21.8%,71,24.6%,134,46.4%,ELEMENTARY,SCHOOL DISTRICT,284 MAIN ST,DANSVILLE,NY,14437,"284 MAIN ST
DANSVILLE, NY 14437
(42.56882147100049, -77.70369920099967)"
241001,LIVINGSTON,DANSVILLE CENTRAL SCHOOL,FINGER LAKES,2012-2013,40,19.5%,64,31.2%,104,50.7%,MIDDLE/HIGH,SCHOOL DISTRICT,284 MAIN ST,DANSVILLE,NY,14437,"284 MAIN ST
DANSVILLE, NY 14437
(42.56882147100049, -77.70369920099967)"
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2013,36,14.7%,54,22%,90,36.7%,DISTRICT TOTAL,SCHOOL DISTRICT,13 MILL ST,NUNDA,NY,14517,"13 MILL ST
NUNDA, NY 14517
(42.57935905900047, -77.94088193599964)"
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2013,27,17.4%,37,23.9%,64,41.3%,ELEMENTARY,SCHOOL DISTRICT,13 MILL ST,NUNDA,NY,14517,"13 MILL ST
NUNDA, NY 14517
(42.57935905900047, -77.94088193599964)"
241101,LIVINGSTON,KESHEQUA CENTRAL SCHOOL DISTRICT,FINGER LAKES,2012-2013,6,6.8%,18,20.5%,24,27.3%,MIDDLE/HIGH,SCHOOL DISTRICT,13 MILL ST,NUNDA,NY,14517,"13 MILL ST
NUNDA, NY 14517
(42.57935905900047, -77.94088193599964)"
250109,MADISON,BROOKFIELD CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,14,14.3%,16,16.3%,30,30.6%,DISTRICT TOTAL,SCHOOL DISTRICT,1910 FAIRGROUND RD,BROOKFIELD,NY,13314,"1910 FAIRGROUND RD
BROOKFIELD, NY 13314
(42.815449843000465, -75.31492270399963)"
250109,MADISON,BROOKFIELD CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,6,14%,,,6,14%,ELEMENTARY,SCHOOL DISTRICT,1910 FAIRGROUND RD,BROOKFIELD,NY,13314,"1910 FAIRGROUND RD
BROOKFIELD, NY 13314
(42.815449843000465, -75.31492270399963)"
250109,MADISON,BROOKFIELD CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,,,6,18.2%,6,18.2%,MIDDLE/HIGH,SCHOOL DISTRICT,1910 FAIRGROUND RD,BROOKFIELD,NY,13314,"1910 FAIRGROUND RD
BROOKFIELD, NY 13314
(42.815449843000465, -75.31492270399963)"
250301,MADISON,DE RUYTER CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,22,14%,33,21%,55,35%,DISTRICT TOTAL,SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,"711 RAILROAD ST
DERUYTER, NY 13052
(42.758212597000465, -75.89049843299966)"
250301,MADISON,DE RUYTER CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,7,7.5%,17,18.3%,24,25.8%,ELEMENTARY,SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,"711 RAILROAD ST
DERUYTER, NY 13052
(42.758212597000465, -75.89049843299966)"
250301,MADISON,DE RUYTER CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,9,15.5%,16,27.6%,25,43.1%,MIDDLE/HIGH,SCHOOL DISTRICT,711 RAILROAD ST,DERUYTER,NY,13052,"711 RAILROAD ST
DERUYTER, NY 13052
(42.758212597000465, -75.89049843299966)"
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,43,16.4%,49,18.7%,92,35.1%,DISTRICT TOTAL,SCHOOL DISTRICT,5061 FEARON RD,MORRISVILLE,NY,13408,"5061 FEARON RD
MORRISVILLE, NY 13408
(42.94142587900046, -75.66093965799968)"
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,32,17.6%,29,15.9%,61,33.5%,ELEMENTARY,SCHOOL DISTRICT,5061 FEARON RD,MORRISVILLE,NY,13408,"5061 FEARON RD
MORRISVILLE, NY 13408
(42.94142587900046, -75.66093965799968)"
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,11,11.7%,20,21.3%,31,33%,MIDDLE/HIGH,SCHOOL DISTRICT,5061 FEARON RD,MORRISVILLE,NY,13408,"5061 FEARON RD
MORRISVILLE, NY 13408
(42.94142587900046, -75.66093965799968)"
250901,MADISON,CANASTOTA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,81,20.4%,86,21.6%,167,42%,DISTRICT TOTAL,SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,"120 ROBERTS ST
CANASTOTA, NY 13032
(43.08270977900048, -75.74768035399967)"
250901,MADISON,CANASTOTA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,36,17%,43,20.3%,79,37.3%,ELEMENTARY,SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,"120 ROBERTS ST
CANASTOTA, NY 13032
(43.08270977900048, -75.74768035399967)"
250901,MADISON,CANASTOTA CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,45,24.2%,43,23.1%,88,47.3%,MIDDLE/HIGH,SCHOOL DISTRICT,120 ROBERTS ST,CANASTOTA,NY,13032,"120 ROBERTS ST
CANASTOTA, NY 13032
(43.08270977900048, -75.74768035399967)"
251601,MADISON,CHITTENANGO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,79,14.4%,97,17.7%,176,32.1%,DISTRICT TOTAL,SCHOOL DISTRICT,1732 FYLER RD,CHITTENANGO,NY,13037,"1732 FYLER RD
CHITTENANGO, NY 13037
(43.087201948000484, -75.87621826899965)"
251601,MADISON,CHITTENANGO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,50,15.5%,45,14%,95,29.5%,ELEMENTARY,SCHOOL DISTRICT,1732 FYLER RD,CHITTENANGO,NY,13037,"1732 FYLER RD
CHITTENANGO, NY 13037
(43.087201948000484, -75.87621826899965)"
251601,MADISON,CHITTENANGO CENTRAL SCHOOL,CENTRAL NEW YORK,2012-2013,29,12.8%,52,23%,81,35.8%,MIDDLE/HIGH,SCHOOL DISTRICT,1732 FYLER RD,CHITTENANGO,NY,13037,"1732 FYLER RD
CHITTENANGO, NY 13037
(43.087201948000484, -75.87621826899965)"
260101,MONROE,BRIGHTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,184,15.9%,95,8.2%,279,24.1%,DISTRICT TOTAL,SCHOOL DISTRICT,2035 MONROE AVE,ROCHESTER,NY,14618,"2035 MONROE AVE
ROCHESTER, NY 14618
(43.12484389600047, -77.56287397499966)"
260101,MONROE,BRIGHTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,93,14.5%,49,7.7%,142,22.2%,ELEMENTARY,SCHOOL DISTRICT,2035 MONROE AVE,ROCHESTER,NY,14618,"2035 MONROE AVE
ROCHESTER, NY 14618
(43.12484389600047, -77.56287397499966)"
260101,MONROE,BRIGHTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,91,17.6%,46,8.9%,137,26.5%,MIDDLE/HIGH,SCHOOL DISTRICT,2035 MONROE AVE,ROCHESTER,NY,14618,"2035 MONROE AVE
ROCHESTER, NY 14618
(43.12484389600047, -77.56287397499966)"
260801,MONROE,EAST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,146,18.6%,146,18.6%,292,37.1%,DISTRICT TOTAL,SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,"600 PARDEE RD
ROCHESTER, NY 14609
(43.18726149100047, -77.55315242999967)"
260801,MONROE,EAST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,86,16.9%,74,14.6%,160,31.5%,ELEMENTARY,SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,"600 PARDEE RD
ROCHESTER, NY 14609
(43.18726149100047, -77.55315242999967)"
260801,MONROE,EAST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,54,19.8%,72,26.4%,126,46.2%,MIDDLE/HIGH,SCHOOL DISTRICT,600 PARDEE RD,ROCHESTER,NY,14609,"600 PARDEE RD
ROCHESTER, NY 14609
(43.18726149100047, -77.55315242999967)"
260803,MONROE,WEST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,273,10.3%,159,6%,432,16.3%,DISTRICT TOTAL,SCHOOL DISTRICT,321 LIST AVE,ROCHESTER,NY,14617,"321 LIST AVE
ROCHESTER, NY 14617
(43.216654581000455, -77.59256051299968)"
260803,MONROE,WEST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,32,20.6%,5,3.2%,37,23.9%,ELEMENTARY,SCHOOL DISTRICT,321 LIST AVE,ROCHESTER,NY,14617,"321 LIST AVE
ROCHESTER, NY 14617
(43.216654581000455, -77.59256051299968)"
260803,MONROE,WEST IRONDEQUOIT CENTRAL SCHOOL,FINGER LAKES,2012-2013,185,16.7%,41,3.7%,226,20.4%,MIDDLE/HIGH,SCHOOL DISTRICT,321 LIST AVE,ROCHESTER,NY,14617,"321 LIST AVE
ROCHESTER, NY 14617
(43.216654581000455, -77.59256051299968)"
261101,MONROE,HILTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,189,14.9%,199,15.7%,388,30.6%,DISTRICT TOTAL,SCHOOL DISTRICT,225 WEST AVE,HILTON,NY,14468,"225 WEST AVE
HILTON, NY 14468
(43.28791215600046, -77.80023967699964)"
261101,MONROE,HILTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,117,14.8%,113,14.3%,230,29%,ELEMENTARY,SCHOOL DISTRICT,225 WEST AVE,HILTON,NY,14468,"225 WEST AVE
HILTON, NY 14468
(43.28791215600046, -77.80023967699964)"
261101,MONROE,HILTON CENTRAL SCHOOL,FINGER LAKES,2012-2013,72,15.5%,86,18.5%,158,34%,MIDDLE/HIGH,SCHOOL DISTRICT,225 WEST AVE,HILTON,NY,14468,"225 WEST AVE
HILTON, NY 14468
(43.28791215600046, -77.80023967699964)"
261313,MONROE,EAST ROCHESTER U F S,FINGER LAKES,2012-2013,58,14.9%,66,17%,124,32%,DISTRICT TOTAL,SCHOOL DISTRICT,222 WOODBINE AVE,EAST ROCHESTER,NY,14445,"222 WOODBINE AVE
EAST ROCHESTER, NY 14445
(43.10787607700047, -77.48906716099964)"
261313,MONROE,EAST ROCHESTER U F S,FINGER LAKES,2012-2013,30,12.7%,40,16.9%,70,29.7%,ELEMENTARY,SCHOOL DISTRICT,222 WOODBINE AVE,EAST ROCHESTER,NY,14445,"222 WOODBINE AVE
EAST ROCHESTER, NY 14445
(43.10787607700047, -77.48906716099964)"
261313,MONROE,EAST ROCHESTER U F S,FINGER LAKES,2012-2013,28,18.4%,26,17.1%,54,35.5%,MIDDLE/HIGH,SCHOOL DISTRICT,222 WOODBINE AVE,EAST ROCHESTER,NY,14445,"222 WOODBINE AVE
EAST ROCHESTER, NY 14445
(43.10787607700047, -77.48906716099964)"
261701,MONROE,RUSH HENRIETTA CENTRAL SCHOOL,FINGER LAKES,2012-2013,208,13.4%,265,17.1%,473,30.4%,DISTRICT TOTAL,SCHOOL DISTRICT,2034 LEHIGH STATION RD,HENRIETTA,NY,14467,"2034 LEHIGH STATION RD
HENRIETTA, NY 14467
(43.05950685400046, -77.59568084699964)"
261701,MONROE,RUSH HENRIETTA CENTRAL SCHOOL,FINGER LAKES,2012-2013,119,13.6%,135,15.4%,254,29%,ELEMENTARY,SCHOOL DISTRICT,2034 LEHIGH STATION RD,HENRIETTA,NY,14467,"2034 LEHIGH STATION RD
HENRIETTA, NY 14467
(43.05950685400046, -77.59568084699964)"
261701,MONROE,RUSH HENRIETTA CENTRAL SCHOOL,FINGER LAKES,2012-2013,89,13.2%,130,19.2%,219,32.4%,MIDDLE/HIGH,SCHOOL DISTRICT,2034 LEHIGH STATION RD,HENRIETTA,NY,14467,"2034 LEHIGH STATION RD
HENRIETTA, NY 14467
(43.05950685400046, -77.59568084699964)"
261801,MONROE,BROCKPORT CENTRAL SCHOOL,FINGER LAKES,2012-2013,194,17.9%,197,18.2%,391,36.1%,DISTRICT TOTAL,SCHOOL DISTRICT,40 ALLEN ST,BROCKPORT,NY,14420,"40 ALLEN ST
BROCKPORT, NY 14420
(43.20821327400046, -77.94552997199963)"
261801,MONROE,BROCKPORT CENTRAL SCHOOL,FINGER LAKES,2012-2013,114,17.7%,106,16.5%,220,34.2%,ELEMENTARY,SCHOOL DISTRICT,40 ALLEN ST,BROCKPORT,NY,14420,"40 ALLEN ST
BROCKPORT, NY 14420
(43.20821327400046, -77.94552997199963)"
261801,MONROE,BROCKPORT CENTRAL SCHOOL,FINGER LAKES,2012-2013,80,18.3%,91,20.8%,171,39%,MIDDLE/HIGH,SCHOOL DISTRICT,40 ALLEN ST,BROCKPORT,NY,14420,"40 ALLEN ST
BROCKPORT, NY 14420
(43.20821327400046, -77.94552997199963)"
261901,MONROE,WEBSTER CENTRAL SCHOOL,FINGER LAKES,2012-2013,427,16.1%,388,14.6%,815,30.7%,DISTRICT TOTAL,SCHOOL DISTRICT,119 SOUTH AVE,WEBSTER,NY,14580,"119 SOUTH AVE
WEBSTER, NY 14580
(43.20861903500048, -77.43034799599968)"
261901,MONROE,WEBSTER CENTRAL SCHOOL,FINGER LAKES,2012-2013,225,16.3%,202,14.6%,427,30.9%,ELEMENTARY,SCHOOL DISTRICT,119 SOUTH AVE,WEBSTER,NY,14580,"119 SOUTH AVE
WEBSTER, NY 14580
(43.20861903500048, -77.43034799599968)"
261901,MONROE,WEBSTER CENTRAL SCHOOL,FINGER LAKES,2012-2013,202,15.8%,186,14.6%,388,30.4%,MIDDLE/HIGH,SCHOOL DISTRICT,119 SOUTH AVE,WEBSTER,NY,14580,"119 SOUTH AVE
WEBSTER, NY 14580
(43.20861903500048, -77.43034799599968)"
270100,MONTGOMERY,AMSTERDAM CITY SCHOOLS,NORTHEASTERN NEW YORK,2012-2013,104,13.4%,81,10.4%,185,23.7%,DISTRICT TOTAL,SCHOOL DISTRICT,11 LIBERTY ST,AMSTERDAM,NY,12010,"11 LIBERTY ST
AMSTERDAM, NY 12010
(42.93624035400046, -74.18847339799964)"
270100,MONTGOMERY,AMSTERDAM CITY SCHOOLS,NORTHEASTERN NEW YORK,2012-2013,47,13.1%,39,10.8%,86,23.9%,ELEMENTARY,SCHOOL DISTRICT,11 LIBERTY ST,AMSTERDAM,NY,12010,"11 LIBERTY ST
AMSTERDAM, NY 12010
(42.93624035400046, -74.18847339799964)"
270100,MONTGOMERY,AMSTERDAM CITY SCHOOLS,NORTHEASTERN NEW YORK,2012-2013,57,13.6%,42,10%,99,23.6%,MIDDLE/HIGH,SCHOOL DISTRICT,11 LIBERTY ST,AMSTERDAM,NY,12010,"11 LIBERTY ST
AMSTERDAM, NY 12010
(42.93624035400046, -74.18847339799964)"
270701,MONTGOMERY,FORT PLAIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,64,19%,82,24.4%,146,43.5%,DISTRICT TOTAL,SCHOOL DISTRICT,25 HIGH ST,FORT PLAIN,NY,13339,"25 HIGH ST
FORT PLAIN, NY 13339
(42.93208663600046, -74.63402082099964)"
270701,MONTGOMERY,FORT PLAIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,42,18.9%,49,22.1%,91,41%,ELEMENTARY,SCHOOL DISTRICT,25 HIGH ST,FORT PLAIN,NY,13339,"25 HIGH ST
FORT PLAIN, NY 13339
(42.93208663600046, -74.63402082099964)"
270701,MONTGOMERY,FORT PLAIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,22,19.3%,33,28.9%,55,48.2%,MIDDLE/HIGH,SCHOOL DISTRICT,25 HIGH ST,FORT PLAIN,NY,13339,"25 HIGH ST
FORT PLAIN, NY 13339
(42.93208663600046, -74.63402082099964)"
271102,MONTGOMERY,ST JOHNSVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,24,18.6%,26,20.2%,50,38.8%,DISTRICT TOTAL,SCHOOL DISTRICT,44 CENTER ST,ST JOHNSVILLE,NY,13452,"44 CENTER ST
ST JOHNSVILLE, NY 13452
(43.00211256500046, -74.67873766699967)"
271102,MONTGOMERY,ST JOHNSVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,15,16.1%,17,18.3%,32,34.4%,ELEMENTARY,SCHOOL DISTRICT,44 CENTER ST,ST JOHNSVILLE,NY,13452,"44 CENTER ST
ST JOHNSVILLE, NY 13452
(43.00211256500046, -74.67873766699967)"
271102,MONTGOMERY,ST JOHNSVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,5,20%,7,28%,12,48%,MIDDLE/HIGH,SCHOOL DISTRICT,44 CENTER ST,ST JOHNSVILLE,NY,13452,"44 CENTER ST
ST JOHNSVILLE, NY 13452
(43.00211256500046, -74.67873766699967)"
280100,NASSAU,GLEN COVE CITY SCHOOLS,NASSAU-SUFFOLK,2012-2013,163,17.6%,207,22.3%,370,39.9%,DISTRICT TOTAL,SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,"150 DOSORIS LN
GLEN COVE, NY 11542
(40.8804544190005, -73.63004155599964)"
280100,NASSAU,GLEN COVE CITY SCHOOLS,NASSAU-SUFFOLK,2012-2013,106,17.5%,137,22.6%,243,40.2%,ELEMENTARY,SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,"150 DOSORIS LN
GLEN COVE, NY 11542
(40.8804544190005, -73.63004155599964)"
280100,NASSAU,GLEN COVE CITY SCHOOLS,NASSAU-SUFFOLK,2012-2013,57,17.9%,70,22%,127,39.9%,MIDDLE/HIGH,SCHOOL DISTRICT,150 DOSORIS LN,GLEN COVE,NY,11542,"150 DOSORIS LN
GLEN COVE, NY 11542
(40.8804544190005, -73.63004155599964)"
280202,NASSAU,UNIONDALE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,310,16.2%,532,27.8%,842,44%,DISTRICT TOTAL,SCHOOL DISTRICT,933 GOODRICH ST,UNIONDALE,NY,11553,"933 GOODRICH ST
UNIONDALE, NY 11553
(40.70484124300049, -73.58351719399963)"
280202,NASSAU,UNIONDALE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,177,16.2%,331,30.3%,508,46.4%,ELEMENTARY,SCHOOL DISTRICT,933 GOODRICH ST,UNIONDALE,NY,11553,"933 GOODRICH ST
UNIONDALE, NY 11553
(40.70484124300049, -73.58351719399963)"
280202,NASSAU,UNIONDALE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,133,16.2%,201,24.5%,334,40.7%,MIDDLE/HIGH,SCHOOL DISTRICT,933 GOODRICH ST,UNIONDALE,NY,11553,"933 GOODRICH ST
UNIONDALE, NY 11553
(40.70484124300049, -73.58351719399963)"
280203,NASSAU,EAST MEADOW UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,276,15.1%,306,16.7%,582,31.9%,DISTRICT TOTAL,SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,"718 THE PLAIN RD
WESTBURY, NY 11590
(40.74265879400048, -73.56964164299967)"
280203,NASSAU,EAST MEADOW UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,158,14.8%,184,17.3%,342,32.1%,ELEMENTARY,SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,"718 THE PLAIN RD
WESTBURY, NY 11590
(40.74265879400048, -73.56964164299967)"
280203,NASSAU,EAST MEADOW UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,118,15.5%,122,16%,240,31.5%,MIDDLE/HIGH,SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,"718 THE PLAIN RD
WESTBURY, NY 11590
(40.74265879400048, -73.56964164299967)"
280205,NASSAU,LEVITTOWN UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,348,14.3%,402,16.5%,750,30.8%,DISTRICT TOTAL,SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,"150 ABBEY LN
LEVITTOWN, NY 11756
(40.71867027000047, -73.51100606499966)"
280205,NASSAU,LEVITTOWN UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,189,13.7%,215,15.6%,404,29.4%,ELEMENTARY,SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,"150 ABBEY LN
LEVITTOWN, NY 11756
(40.71867027000047, -73.51100606499966)"
280205,NASSAU,LEVITTOWN UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,159,15%,187,17.7%,346,32.7%,MIDDLE/HIGH,SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,"150 ABBEY LN
LEVITTOWN, NY 11756
(40.71867027000047, -73.51100606499966)"
280206,NASSAU,SEAFORD UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,72,10.3%,50,7.2%,122,17.5%,DISTRICT TOTAL,SCHOOL DISTRICT,1600 WASHINGTON AVE,SEAFORD,NY,11783,"1600 WASHINGTON AVE
SEAFORD, NY 11783
(40.683710315000496, -73.48504683299967)"
280206,NASSAU,SEAFORD UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,42,14%,30,10%,72,24.1%,ELEMENTARY,SCHOOL DISTRICT,1600 WASHINGTON AVE,SEAFORD,NY,11783,"1600 WASHINGTON AVE
SEAFORD, NY 11783
(40.683710315000496, -73.48504683299967)"
280206,NASSAU,SEAFORD UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,30,7.5%,20,5%,50,12.6%,MIDDLE/HIGH,SCHOOL DISTRICT,1600 WASHINGTON AVE,SEAFORD,NY,11783,"1600 WASHINGTON AVE
SEAFORD, NY 11783
(40.683710315000496, -73.48504683299967)"
280208,NASSAU,ROOSEVELT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,150,16.6%,272,30%,422,46.6%,DISTRICT TOTAL,SCHOOL DISTRICT,240 DENTON PL,ROOSEVELT,NY,11575,"240 DENTON PL
ROOSEVELT, NY 11575
(40.68652625600049, -73.58157500599964)"
280208,NASSAU,ROOSEVELT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,96,15.5%,199,32.2%,295,47.7%,ELEMENTARY,SCHOOL DISTRICT,240 DENTON PL,ROOSEVELT,NY,11575,"240 DENTON PL
ROOSEVELT, NY 11575
(40.68652625600049, -73.58157500599964)"
280208,NASSAU,ROOSEVELT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,47,16.1%,83,28.4%,130,44.5%,MIDDLE/HIGH,SCHOOL DISTRICT,240 DENTON PL,ROOSEVELT,NY,11575,"240 DENTON PL
ROOSEVELT, NY 11575
(40.68652625600049, -73.58157500599964)"
280209,NASSAU,FREEPORT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,397,14.6%,528,19.4%,925,34%,DISTRICT TOTAL,SCHOOL DISTRICT,235 N OCEAN AVE,FREEPORT,NY,11520,"235 N OCEAN AVE
FREEPORT, NY 11520
(40.66467231500047, -73.58882478999965)"
280209,NASSAU,FREEPORT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,257,13.4%,370,19.3%,627,32.7%,ELEMENTARY,SCHOOL DISTRICT,235 N OCEAN AVE,FREEPORT,NY,11520,"235 N OCEAN AVE
FREEPORT, NY 11520
(40.66467231500047, -73.58882478999965)"
280209,NASSAU,FREEPORT UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,140,17.3%,158,19.5%,298,36.7%,MIDDLE/HIGH,SCHOOL DISTRICT,235 N OCEAN AVE,FREEPORT,NY,11520,"235 N OCEAN AVE
FREEPORT, NY 11520
(40.66467231500047, -73.58882478999965)"
280213,NASSAU,VALLEY STR HEMP 13 U F S,NASSAU-SUFFOLK,2012-2013,80,13.6%,93,15.8%,173,29.5%,DISTRICT TOTAL,SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,"585 N CORONA AVE
VALLEY STREAM, NY 11580
(40.681072936000476, -73.68933657199966)"
280213,NASSAU,VALLEY STR HEMP 13 U F S,NASSAU-SUFFOLK,2012-2013,80,13.6%,93,15.8%,173,29.5%,ELEMENTARY,SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,"585 N CORONA AVE
VALLEY STREAM, NY 11580
(40.681072936000476, -73.68933657199966)"
280213,NASSAU,VALLEY STR HEMP 13 U F S,NASSAU-SUFFOLK,2012-2013,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,"585 N CORONA AVE
VALLEY STREAM, NY 11580
(40.681072936000476, -73.68933657199966)"
280215,NASSAU,LAWRENCE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,170,17.3%,212,21.5%,382,38.8%,DISTRICT TOTAL,SCHOOL DISTRICT,195 BROADWAY,LAWRENCE,NY,11559,"195 BROADWAY
LAWRENCE, NY 11559
(40.61094277100045, -73.73491959999967)"
280215,NASSAU,LAWRENCE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,92,14.5%,131,20.6%,223,35.1%,ELEMENTARY,SCHOOL DISTRICT,195 BROADWAY,LAWRENCE,NY,11559,"195 BROADWAY
LAWRENCE, NY 11559
(40.61094277100045, -73.73491959999967)"
280215,NASSAU,LAWRENCE UNION FREE SCHOOL,NASSAU-SUFFOLK,2012-2013,78,22.7%,81,23.5%,159,46.2%,MIDDLE/HIGH,SCHOOL DISTRICT,195 BROADWAY,LAWRENCE,NY,11559,"195 BROADWAY
LAWRENCE, NY 11559
(40.61094277100045, -73.73491959999967)"
